"fips","state","county","lat","lng","month.index","type","cases"
12081,"FL","manatee county",27.4719,-82.3153,4,"wild bird",2
12085,"FL","martin county",27.0775,-80.4315,10,"non-poultry",80
12085,"FL","martin county",27.0775,-80.4315,3,"captive wild bird",1
12085,"FL","martin county",27.0775,-80.4315,5,"captive wild bird",1
12086,"FL","miami-dade county",25.6149,-80.5623,4,"wild bird",2
12091,"FL","okaloosa county",30.6913,-86.5917,5,"wild bird",1
12093,"FL","okeechobee county",27.3864,-80.8886,10,"non-poultry",2
12095,"FL","orange county",28.5144,-81.3235,10,"wild bird",1
12095,"FL","orange county",28.5144,-81.3235,11,"wild bird",2
12095,"FL","orange county",28.5144,-81.3235,3,"captive wild bird",3
12095,"FL","orange county",28.5144,-81.3235,3,"wild bird",4
12095,"FL","orange county",28.5144,-81.3235,4,"wild bird",10
12095,"FL","orange county",28.5144,-81.3235,5,"wild bird",5
12095,"FL","orange county",28.5144,-81.3235,6,"wild bird",2
12095,"FL","orange county",28.5144,-81.3235,7,"wild bird",1
12095,"FL","orange county",28.5144,-81.3235,8,"wild bird",15
12097,"FL","osceola county",28.0626,-81.1495,10,"non-poultry",20
12097,"FL","osceola county",28.0626,-81.1495,10,"wild bird",2
12097,"FL","osceola county",28.0626,-81.1495,4,"wild bird",1
12097,"FL","osceola county",28.0626,-81.1495,8,"non-poultry",10
12099,"FL","palm beach county",26.6476,-80.4655,10,"wild bird",1
12099,"FL","palm beach county",26.6476,-80.4655,11,"wild bird",2
12099,"FL","palm beach county",26.6476,-80.4655,12,"wild bird",7
12099,"FL","palm beach county",26.6476,-80.4655,2,"wild bird",2
12099,"FL","palm beach county",26.6476,-80.4655,4,"wild bird",5
12099,"FL","palm beach county",26.6476,-80.4655,5,"wild bird",2
12099,"FL","palm beach county",26.6476,-80.4655,6,"wild bird",2
12101,"FL","pasco county",28.3091,-82.3932,10,"non-poultry",40
12101,"FL","pasco county",28.3091,-82.3932,11,"captive wild bird",1
12101,"FL","pasco county",28.3091,-82.3932,4,"wild bird",2
12103,"FL","pinellas county",27.9199,-82.7256,10,"captive wild bird",1
12103,"FL","pinellas county",27.9199,-82.7256,6,"wild bird",3
12103,"FL","pinellas county",27.9199,-82.7256,9,"captive wild bird",1
12105,"FL","polk county",27.9489,-81.6977,11,"captive wild bird",1
12105,"FL","polk county",27.9489,-81.6977,3,"wild bird",1
12107,"FL","putnam county",29.6086,-81.7443,9,"wild bird",1
12115,"FL","sarasota county",27.1845,-82.3315,11,"wild bird",2
12117,"FL","seminole county",28.717,-81.2363,11,"poultry",100
12117,"FL","seminole county",28.717,-81.2363,3,"wild bird",2
12117,"FL","seminole county",28.717,-81.2363,5,"captive wild bird",1
12117,"FL","seminole county",28.717,-81.2363,6,"wild bird",1
12117,"FL","seminole county",28.717,-81.2363,7,"non-poultry",160
12117,"FL","seminole county",28.717,-81.2363,8,"captive wild bird",1
12117,"FL","seminole county",28.717,-81.2363,8,"wild bird",1
12109,"FL","st. johns county",29.9016,-81.4407,11,"wild bird",2
12109,"FL","st. johns county",29.9016,-81.4407,12,"wild bird",15
12109,"FL","st. johns county",29.9016,-81.4407,4,"wild bird",1
12111,"FL","st. lucie county",27.3772,-80.472,10,"non-poultry",6
12119,"FL","sumter county",28.7048,-82.081,12,"wild bird",1
12119,"FL","sumter county",28.7048,-82.081,4,"wild bird",2
12121,"FL","suwannee county",30.1956,-82.9915,10,"wild bird",1
12121,"FL","suwannee county",30.1956,-82.9915,5,"wild bird",3
12127,"FL","volusia county",29.0583,-81.1819,2,"captive wild bird",3
12127,"FL","volusia county",29.0583,-81.1819,3,"captive wild bird",2
12127,"FL","volusia county",29.0583,-81.1819,3,"wild bird",11
12127,"FL","volusia county",29.0583,-81.1819,7,"wild bird",2
12129,"FL","wakulla county",30.1673,-84.4007,11,"wild bird",2
13013,"GA","barrow county",33.9932,-83.7127,11,"wild bird",2
13035,"GA","butts county",33.2879,-83.9572,9,"wild bird",2
13039,"GA","camden county",30.9306,-81.6699,3,"wild bird",5
13051,"GA","chatham county",32.0043,-81.1329,3,"wild bird",1
13051,"GA","chatham county",32.0043,-81.1329,6,"wild bird",1
13057,"GA","cherokee county",34.2439,-84.4762,9,"wild bird",1
13063,"GA","clayton county",33.5419,-84.3577,9,"wild bird",4
13073,"GA","columbia county",33.5441,-82.2641,9,"wild bird",1
13089,"GA","dekalb county",33.7715,-84.2264,11,"wild bird",1
13089,"GA","dekalb county",33.7715,-84.2264,9,"wild bird",3
13095,"GA","dougherty county",31.5334,-84.2163,7,"wild bird",1
13117,"GA","forsyth county",34.2255,-84.1251,10,"wild bird",2
13117,"GA","forsyth county",34.2255,-84.1251,9,"wild bird",2
13119,"GA","franklin county",34.3754,-83.2291,11,"wild bird",1
13127,"GA","glynn county",31.2309,-81.5407,3,"wild bird",2
13133,"GA","greene county",33.5788,-83.1667,11,"wild bird",2
13135,"GA","gwinnett county",33.9617,-84.0236,10,"wild bird",1
13135,"GA","gwinnett county",33.9617,-84.0236,9,"wild bird",1
13147,"GA","hart county",34.3509,-82.9642,12,"wild bird",1
13147,"GA","hart county",34.3509,-82.9642,2,"wild bird",2
13151,"GA","henry county",33.453,-84.1542,8,"non-poultry",80
13151,"GA","henry county",33.453,-84.1542,8,"wild bird",2
13151,"GA","henry county",33.453,-84.1542,9,"wild bird",3
13153,"GA","houston county",32.459,-83.6662,11,"wild bird",1
13159,"GA","jasper county",33.3164,-83.6881,9,"wild bird",3
13165,"GA","jenkins county",32.7925,-81.9635,10,"wild bird",4
13171,"GA","lamar county",33.0765,-84.1394,10,"wild bird",1
13177,"GA","lee county",31.7795,-84.1411,10,"wild bird",3
13179,"GA","liberty county",31.8282,-81.4949,3,"wild bird",1
13189,"GA","mcduffie county",33.4828,-82.4814,11,"wild bird",1
13191,"GA","mcintosh county",31.4963,-81.4103,12,"wild bird",26
13191,"GA","mcintosh county",31.4963,-81.4103,13,"wild bird",5
13217,"GA","newton county",33.555,-83.8502,11,"wild bird",5
13219,"GA","oconee county",33.8349,-83.4371,10,"wild bird",1
13225,"GA","peach county",32.5688,-83.8269,10,"wild bird",1
13225,"GA","peach county",32.5688,-83.8269,13,"wild bird",1
13247,"GA","rockdale county",33.6543,-84.0266,11,"wild bird",1
13255,"GA","spalding county",33.2609,-84.2841,9,"wild bird",2
13259,"GA","stewart county",32.0785,-84.8352,11,"wild bird",1
13267,"GA","tattnall county",32.0458,-82.0582,8,"wild bird",1
13279,"GA","toombs county",32.1217,-82.3313,6,"non-poultry",490
13279,"GA","toombs county",32.1217,-82.3313,6,"wild bird",3
13317,"GA","wilkes county",33.7819,-82.7432,10,"wild bird",2
19001,"IA","adair county",41.3307,-94.4709,3,"wild bird",1
19005,"IA","allamakee county",43.2843,-91.3781,4,"wild bird",1
19011,"IA","benton county",42.0802,-92.0657,4,"captive wild bird",1
19017,"IA","bremer county",42.7746,-92.318,10,"wild bird",1
19017,"IA","bremer county",42.7746,-92.318,4,"poultry",29200
19017,"IA","bremer county",42.7746,-92.318,5,"non-poultry",50
19019,"IA","buchanan county",42.4708,-91.8379,12,"wild bird",1
19019,"IA","buchanan county",42.4708,-91.8379,5,"wild bird",2
19021,"IA","buena vista county",42.7355,-95.1511,12,"poultry",91900
19021,"IA","buena vista county",42.7355,-95.1511,13,"poultry",27700
19021,"IA","buena vista county",42.7355,-95.1511,13,"wild bird",1
19021,"IA","buena vista county",42.7355,-95.1511,3,"poultry",5486700
19033,"IA","cerro gordo county",43.0816,-93.2608,12,"wild bird",1
19033,"IA","cerro gordo county",43.0816,-93.2608,13,"wild bird",1
19033,"IA","cerro gordo county",43.0816,-93.2608,3,"wild bird",1
19033,"IA","cerro gordo county",43.0816,-93.2608,5,"wild bird",1
19035,"IA","cherokee county",42.7356,-95.6238,12,"poultry",155000
19035,"IA","cherokee county",42.7356,-95.6238,3,"poultry",88000
19041,"IA","clay county",43.0826,-95.1509,10,"wild bird",5
19041,"IA","clay county",43.0826,-95.1509,11,"wild bird",5
19045,"IA","clinton county",41.898,-90.532,7,"wild bird",2
19049,"IA","dallas county",41.6849,-94.0398,10,"non-poultry",50
19059,"IA","dickinson county",43.378,-95.1508,10,"wild bird",7
19059,"IA","dickinson county",43.378,-95.1508,3,"wild bird",4
19069,"IA","franklin county",42.7325,-93.2625,3,"poultry",250200
19077,"IA","guthrie county",41.6838,-94.5011,10,"wild bird",69
19077,"IA","guthrie county",41.6838,-94.5011,3,"poultry",1460000
19079,"IA","hamilton county",42.3838,-93.7068,3,"poultry",25800
19079,"IA","hamilton county",42.3838,-93.7068,4,"poultry",8100
19083,"IA","hardin county",42.3839,-93.2404,4,"poultry",46000
19085,"IA","harrison county",41.6829,-95.8168,3,"wild bird",3
19091,"IA","humboldt county",42.7764,-94.2072,4,"poultry",15300
19093,"IA","ida county",42.3869,-95.5135,12,"poultry",90000
19097,"IA","jackson county",42.1717,-90.5742,10,"wild bird",2
19097,"IA","jackson county",42.1717,-90.5742,11,"wild bird",13
19103,"IA","johnson county",41.6715,-91.5881,9,"wild bird",2
19109,"IA","kossuth county",43.2041,-94.2067,4,"non-poultry",4
19113,"IA","linn county",42.079,-91.599,4,"wild bird",2
19115,"IA","louisa county",41.2185,-91.2596,10,"wild bird",2
19115,"IA","louisa county",41.2185,-91.2596,11,"non-poultry",20
19115,"IA","louisa county",41.2185,-91.2596,11,"wild bird",1
19115,"IA","louisa county",41.2185,-91.2596,4,"wild bird",1
19117,"IA","lucas county",41.0294,-93.3277,4,"wild bird",8
19121,"IA","madison county",41.3307,-94.0156,12,"wild bird",1
19125,"IA","marion county",41.3344,-93.0994,10,"wild bird",8
19131,"IA","mitchell county",43.3564,-92.789,5,"wild bird",1
19133,"IA","monona county",42.0517,-95.9599,11,"wild bird",1
19133,"IA","monona county",42.0517,-95.9599,12,"wild bird",2
19133,"IA","monona county",42.0517,-95.9599,3,"wild bird",2
19135,"IA","monroe county",41.0298,-92.869,10,"wild bird",1
19143,"IA","osceola county",43.3786,-95.6237,3,"poultry",5011700
19145,"IA","page county",40.7391,-95.1502,3,"wild bird",9
19149,"IA","plymouth county",42.7378,-96.2141,3,"wild bird",4
19153,"IA","polk county",41.6855,-93.5735,3,"captive wild bird",1
19153,"IA","polk county",41.6855,-93.5735,3,"wild bird",1
19153,"IA","polk county",41.6855,-93.5735,4,"wild bird",1
19153,"IA","polk county",41.6855,-93.5735,5,"wild bird",1
19155,"IA","pottawattamie county",41.3366,-95.5423,3,"non-poultry",40
19161,"IA","sac county",42.3863,-95.1054,12,"poultry",90000
19161,"IA","sac county",42.3863,-95.1054,4,"poultry",37200
19163,"IA","scott county",41.6371,-90.6233,10,"wild bird",1
19165,"IA","shelby county",41.6851,-95.3102,12,"wild bird",1
19169,"IA","story county",42.0362,-93.465,13,"wild bird",1
19169,"IA","story county",42.0362,-93.465,4,"wild bird",1
19169,"IA","story county",42.0362,-93.465,5,"wild bird",1
19173,"IA","taylor county",40.7374,-94.6964,3,"poultry",915900
19181,"IA","warren county",41.3344,-93.5614,3,"non-poultry",10
19187,"IA","webster county",42.4279,-94.1818,13,"wild bird",1
19193,"IA","woodbury county",42.3897,-96.0448,10,"wild bird",3
19193,"IA","woodbury county",42.3897,-96.0448,12,"wild bird",5
19193,"IA","woodbury county",42.3897,-96.0448,3,"wild bird",2
19193,"IA","woodbury county",42.3897,-96.0448,9,"wild bird",3
19197,"IA","wright county",42.7331,-93.7351,10,"poultry",1100000
19197,"IA","wright county",42.7331,-93.7351,11,"poultry",1022800
16001,"ID","ada county",43.4511,-116.2412,11,"wild bird",1
16001,"ID","ada county",43.4511,-116.2412,13,"wild bird",1
16001,"ID","ada county",43.4511,-116.2412,5,"non-poultry",167
16001,"ID","ada county",43.4511,-116.2412,5,"poultry",149
16001,"ID","ada county",43.4511,-116.2412,5,"wild bird",7
16001,"ID","ada county",43.4511,-116.2412,6,"wild bird",4
16001,"ID","ada county",43.4511,-116.2412,7,"wild bird",2
16005,"ID","bannock county",42.6685,-112.2246,9,"wild bird",2
16007,"ID","bear lake county",42.2848,-111.3297,5,"wild bird",1
16019,"ID","bonneville county",43.3877,-111.6148,5,"wild bird",3
16019,"ID","bonneville county",43.3877,-111.6148,9,"wild bird",2
16027,"ID","canyon county",43.6251,-116.7093,11,"wild bird",6
16027,"ID","canyon county",43.6251,-116.7093,12,"wild bird",1
16027,"ID","canyon county",43.6251,-116.7093,13,"wild bird",1
16027,"ID","canyon county",43.6251,-116.7093,5,"non-poultry",89
16027,"ID","canyon county",43.6251,-116.7093,5,"poultry",276
16027,"ID","canyon county",43.6251,-116.7093,5,"wild bird",2
16029,"ID","caribou county",42.7705,-111.5623,4,"non-poultry",7
16029,"ID","caribou county",42.7705,-111.5623,5,"wild bird",2
16037,"ID","custer county",44.2411,-114.2817,5,"wild bird",1
16039,"ID","elmore county",43.3539,-115.4693,12,"wild bird",6
16043,"ID","fremont county",44.2288,-111.4819,12,"wild bird",2
16043,"ID","fremont county",44.2288,-111.4819,5,"wild bird",1
16045,"ID","gem county",44.0616,-116.3975,12,"non-poultry",80
16047,"ID","gooding county",42.971,-114.8116,11,"wild bird",1
16047,"ID","gooding county",42.971,-114.8116,12,"wild bird",1
16047,"ID","gooding county",42.971,-114.8116,4,"non-poultry",80
16047,"ID","gooding county",42.971,-114.8116,4,"poultry",20
16047,"ID","gooding county",42.971,-114.8116,9,"poultry",9000
16051,"ID","jefferson county",43.8201,-112.3113,10,"wild bird",15
16051,"ID","jefferson county",43.8201,-112.3113,11,"wild bird",3
16051,"ID","jefferson county",43.8201,-112.3113,5,"wild bird",2
16053,"ID","jerome county",42.6899,-114.264,11,"wild bird",1
16065,"ID","madison county",43.7841,-111.6592,4,"poultry",200
16065,"ID","madison county",43.7841,-111.6592,5,"wild bird",3
16075,"ID","payette county",44.0067,-116.7608,5,"wild bird",1
16081,"ID","teton county",43.7594,-111.2076,5,"wild bird",4
16083,"ID","twin falls county",42.356,-114.6672,5,"wild bird",2
16083,"ID","twin falls county",42.356,-114.6672,9,"non-poultry",40
16085,"ID","valley county",44.7666,-115.5663,10,"non-poultry",20
17007,"IL","boone county",42.3231,-88.8234,5,"non-poultry",20
17015,"IL","carroll county",42.0688,-89.9343,3,"non-poultry",40
17015,"IL","carroll county",42.0688,-89.9343,7,"wild bird",2
17019,"IL","champaign county",40.1401,-88.1992,11,"wild bird",4
17019,"IL","champaign county",40.1401,-88.1992,3,"wild bird",2
17027,"IL","clinton county",38.6065,-89.4225,12,"wild bird",2
17031,"IL","cook county",41.8401,-87.8168,10,"wild bird",1
17031,"IL","cook county",41.8401,-87.8168,4,"wild bird",8
17031,"IL","cook county",41.8401,-87.8168,5,"wild bird",3
17031,"IL","cook county",41.8401,-87.8168,6,"wild bird",3
17031,"IL","cook county",41.8401,-87.8168,9,"captive wild bird",2
17051,"IL","fayette county",39.0002,-89.0241,9,"wild bird",17
17057,"IL","fulton county",40.4728,-90.2075,3,"wild bird",1
17057,"IL","fulton county",40.4728,-90.2075,4,"wild bird",3
17063,"IL","grundy county",41.2851,-88.4185,11,"poultry",8800
17081,"IL","jefferson county",38.3005,-88.924,12,"wild bird",2
17089,"IL","kane county",41.9388,-88.4286,5,"non-poultry",50
17097,"IL","lake county",42.3233,-88.0037,5,"wild bird",3
17097,"IL","lake county",42.3233,-88.0037,9,"captive wild bird",1
17105,"IL","livingston county",40.8916,-88.5577,11,"wild bird",2
17119,"IL","madison county",38.8297,-89.9049,12,"wild bird",1
17119,"IL","madison county",38.8297,-89.9049,9,"wild bird",2
17113,"IL","mclean county",40.4909,-88.8473,3,"non-poultry",40
17113,"IL","mclean county",40.4909,-88.8473,6,"wild bird",2
17143,"IL","peoria county",40.788,-89.76,5,"wild bird",1
17145,"IL","perry county",38.0837,-89.367,12,"wild bird",2
17157,"IL","randolph county",38.0521,-89.8252,12,"wild bird",10
17167,"IL","sangamon county",39.7582,-89.6589,3,"wild bird",1
17163,"IL","st. clair county",38.4703,-89.9284,12,"non-poultry",60
17183,"IL","vermilion county",40.1834,-87.7328,11,"wild bird",1
17197,"IL","will county",41.445,-87.9786,11,"wild bird",3
17197,"IL","will county",41.445,-87.9786,3,"wild bird",3
17197,"IL","will county",41.445,-87.9786,4,"wild bird",1
17199,"IL","williamson county",37.7303,-88.9299,10,"wild bird",1
18003,"IN","allen county",41.0909,-85.0666,5,"non-poultry",7
18003,"IN","allen county",41.0909,-85.0666,5,"wild bird",3
18003,"IN","allen county",41.0909,-85.0666,6,"non-poultry",40
18003,"IN","allen county",41.0909,-85.0666,6,"poultry",110
18003,"IN","allen county",41.0909,-85.0666,6,"wild bird",1
18027,"IN","daviess county",38.7024,-87.0721,12,"poultry",11400
18037,"IN","dubois county",38.3643,-86.8798,2,"poultry",91600
18037,"IN","dubois county",38.3643,-86.8798,3,"poultry",16500
18037,"IN","dubois county",38.3643,-86.8798,3,"wild bird",1
18039,"IN","elkhart county",41.5974,-85.8587,4,"poultry",17700
18039,"IN","elkhart county",41.5974,-85.8587,9,"poultry",260
18043,"IN","floyd county",38.3188,-85.907,11,"wild bird",1
18051,"IN","gibson county",38.3119,-87.5846,12,"wild bird",15
18055,"IN","greene county",39.0363,-86.962,11,"wild bird",1
18055,"IN","greene county",39.0363,-86.962,13,"wild bird",2
18055,"IN","greene county",39.0363,-86.962,2,"poultry",63600
18055,"IN","greene county",39.0363,-86.962,9,"wild bird",10
18059,"IN","hancock county",39.8236,-85.7732,6,"wild bird",1
18073,"IN","jasper county",41.023,-87.1161,11,"wild bird",4
18073,"IN","jasper county",41.023,-87.1161,9,"wild bird",2
18081,"IN","johnson county",39.49,-86.1016,4,"non-poultry",40
18081,"IN","johnson county",39.49,-86.1016,4,"wild bird",1
18081,"IN","johnson county",39.49,-86.1016,5,"wild bird",1
18089,"IN","lake county",41.4167,-87.3821,10,"wild bird",1
18089,"IN","lake county",41.4167,-87.3821,5,"wild bird",1
18089,"IN","lake county",41.4167,-87.3821,9,"wild bird",1
18097,"IN","marion county",39.7817,-86.1385,6,"wild bird",2
18097,"IN","marion county",39.7817,-86.1385,7,"wild bird",1
18103,"IN","miami county",40.7695,-86.045,4,"wild bird",1
18105,"IN","monroe county",39.1609,-86.5231,13,"wild bird",1
18111,"IN","newton county",40.9558,-87.3976,11,"wild bird",1
18111,"IN","newton county",40.9558,-87.3976,5,"wild bird",1
18145,"IN","shelby county",39.5237,-85.7917,5,"wild bird",1
18149,"IN","starke county",41.2809,-86.6476,4,"wild bird",1
18157,"IN","tippecanoe county",40.3886,-86.8941,12,"wild bird",1
20003,"KS","anderson county",38.2142,-95.2933,13,"poultry",8900
20009,"KS","barton county",38.479,-98.7565,3,"wild bird",5
20013,"KS","brown county",39.8265,-95.5642,6,"wild bird",1
20015,"KS","butler county",37.7813,-96.8391,12,"wild bird",1
20027,"KS","clay county",39.3497,-97.1652,3,"wild bird",1
20031,"KS","coffey county",38.2369,-95.7341,12,"wild bird",1
20041,"KS","dickinson county",38.8665,-97.1527,3,"poultry",250
20045,"KS","douglas county",38.8847,-95.2926,12,"wild bird",1
20049,"KS","elk county",37.4537,-96.2441,12,"non-poultry",30
20055,"KS","finney county",38.0443,-100.737,12,"wild bird",6
20057,"KS","ford county",37.6917,-99.888,12,"wild bird",2
20059,"KS","franklin county",38.5645,-95.286,3,"poultry",260
20075,"KS","hamilton county",37.9991,-101.7912,12,"wild bird",2
20087,"KS","jefferson county",39.2358,-95.3834,3,"wild bird",1
20089,"KS","jewell county",39.7847,-98.2183,12,"wild bird",1
20089,"KS","jewell county",39.7847,-98.2183,3,"wild bird",6
20089,"KS","jewell county",39.7847,-98.2183,4,"wild bird",1
20091,"KS","johnson county",38.8838,-94.8223,10,"poultry",6
20091,"KS","johnson county",38.8838,-94.8223,10,"wild bird",1
20093,"KS","kearny county",38.0002,-101.3199,12,"wild bird",3
20095,"KS","kingman county",37.5589,-98.1363,12,"wild bird",1
20105,"KS","lincoln county",39.0453,-98.2077,12,"wild bird",1
20111,"KS","lyon county",38.4562,-96.1526,6,"wild bird",1
20115,"KS","marion county",38.3589,-97.0969,13,"wild bird",4
20113,"KS","mcpherson county",38.3917,-97.648,10,"wild bird",1
20113,"KS","mcpherson county",38.3917,-97.648,4,"poultry",6900
20123,"KS","mitchell county",39.3933,-98.2094,12,"wild bird",4
20123,"KS","mitchell county",39.3933,-98.2094,13,"poultry",6900
20123,"KS","mitchell county",39.3933,-98.2094,3,"non-poultry",20
20123,"KS","mitchell county",39.3933,-98.2094,3,"wild bird",3
20125,"KS","montgomery county",37.1925,-95.7429,11,"wild bird",2
20133,"KS","neosho county",37.5585,-95.3068,10,"poultry",2000
20133,"KS","neosho county",37.5585,-95.3068,11,"wild bird",4
20133,"KS","neosho county",37.5585,-95.3068,12,"wild bird",1
20133,"KS","neosho county",37.5585,-95.3068,13,"wild bird",1
20137,"KS","norton county",39.7844,-99.9035,3,"wild bird",2
20147,"KS","phillips county",39.7846,-99.347,12,"wild bird",3
20149,"KS","pottawatomie county",39.379,-96.3424,12,"wild bird",8
20153,"KS","rawlins county",39.7852,-101.0757,4,"wild bird",1
20155,"KS","reno county",37.9529,-98.086,10,"captive wild bird",1
20157,"KS","republic county",39.8278,-97.6506,4,"poultry",110
20161,"KS","riley county",39.2966,-96.7352,3,"wild bird",1
20163,"KS","rooks county",39.3502,-99.325,12,"wild bird",2
20165,"KS","rush county",38.5232,-99.3092,12,"wild bird",7
20173,"KS","sedgwick county",37.6848,-97.461,3,"non-poultry",6
20177,"KS","shawnee county",39.0415,-95.7565,10,"poultry",120
20181,"KS","sherman county",39.3514,-101.72,12,"wild bird",2
20185,"KS","stafford county",38.031,-98.7174,11,"wild bird",1
20197,"KS","wabaunsee county",38.9533,-96.205,13,"wild bird",1
21007,"KY","ballard county",37.0585,-88.9994,2,"wild bird",2
21007,"KY","ballard county",37.0585,-88.9994,3,"wild bird",2
21027,"KY","breckinridge county",37.7732,-86.4293,2,"wild bird",4
21067,"KY","fayette county",38.0423,-84.4587,10,"poultry",150
21067,"KY","fayette county",38.0423,-84.4587,12,"wild bird",1
21075,"KY","fulton county",36.554,-89.1874,2,"poultry",231400
21075,"KY","fulton county",36.554,-89.1874,3,"wild bird",2
21083,"KY","graves county",36.7231,-88.6512,12,"wild bird",1
21101,"KY","henderson county",37.7958,-87.573,2,"wild bird",4
21111,"KY","jefferson county",38.1872,-85.6591,10,"wild bird",3
21111,"KY","jefferson county",38.1872,-85.6591,12,"wild bird",1
21141,"KY","logan county",36.8597,-86.8789,10,"non-poultry",190
21149,"KY","mclean county",37.5292,-87.2636,7,"wild bird",1
21221,"KY","trigg county",36.8064,-87.8733,12,"wild bird",1
21227,"KY","warren county",36.9936,-86.4238,12,"wild bird",1
21233,"KY","webster county",37.5184,-87.6831,2,"poultry",53300
22009,"LA","avoyelles parish",31.0763,-92.0014,12,"wild bird",3
22019,"LA","calcasieu parish",30.2293,-93.358,12,"wild bird",1
22023,"LA","cameron parish",29.8754,-93.1937,10,"wild bird",19
22023,"LA","cameron parish",29.8754,-93.1937,11,"wild bird",16
22023,"LA","cameron parish",29.8754,-93.1937,12,"wild bird",3
22023,"LA","cameron parish",29.8754,-93.1937,13,"wild bird",3
22025,"LA","catahoula parish",31.6662,-91.847,10,"captive wild bird",2
22053,"LA","jefferson davis parish",30.2677,-92.8141,10,"wild bird",3
22059,"LA","lasalle parish",31.6768,-92.1604,12,"wild bird",2
22059,"LA","lasalle parish",31.6768,-92.1604,13,"wild bird",12
22067,"LA","morehouse parish",32.8202,-91.8018,12,"wild bird",4
22067,"LA","morehouse parish",32.8202,-91.8018,13,"wild bird",18
22073,"LA","ouachita parish",32.4784,-92.1549,12,"wild bird",1
22083,"LA","richland parish",32.4178,-91.7635,12,"wild bird",5
25001,"MA","barnstable county",41.7244,-70.2904,3,"wild bird",12
25001,"MA","barnstable county",41.7244,-70.2904,4,"captive wild bird",7
25001,"MA","barnstable county",41.7244,-70.2904,4,"wild bird",1
25001,"MA","barnstable county",41.7244,-70.2904,6,"wild bird",4
25001,"MA","barnstable county",41.7244,-70.2904,7,"wild bird",8
25001,"MA","barnstable county",41.7244,-70.2904,8,"captive wild bird",1
25003,"MA","berkshire county",42.3707,-73.2064,10,"wild bird",5
25003,"MA","berkshire county",42.3707,-73.2064,3,"non-poultry",260
25005,"MA","bristol county",41.7972,-71.1144,9,"non-poultry",50
25009,"MA","essex county",42.6732,-70.952,11,"captive wild bird",3
25009,"MA","essex county",42.6732,-70.952,4,"captive wild bird",2
25009,"MA","essex county",42.6732,-70.952,6,"wild bird",7
25009,"MA","essex county",42.6732,-70.952,7,"wild bird",17
25009,"MA","essex county",42.6732,-70.952,8,"captive wild bird",1
25009,"MA","essex county",42.6732,-70.952,9,"wild bird",7
25013,"MA","hampden county",42.1351,-72.6316,13,"captive wild bird",1
25017,"MA","middlesex county",42.4856,-71.3918,11,"non-poultry",20
25017,"MA","middlesex county",42.4856,-71.3918,3,"captive wild bird",15
25017,"MA","middlesex county",42.4856,-71.3918,3,"wild bird",1
25019,"MA","nantucket county",41.2831,-70.0692,6,"wild bird",6
25023,"MA","plymouth county",41.9512,-70.8114,11,"captive wild bird",2
25023,"MA","plymouth county",41.9512,-70.8114,4,"captive wild bird",1
25023,"MA","plymouth county",41.9512,-70.8114,6,"wild bird",2
25023,"MA","plymouth county",41.9512,-70.8114,7,"captive wild bird",1
25023,"MA","plymouth county",41.9512,-70.8114,7,"wild bird",1
25025,"MA","suffolk county",42.3334,-71.0719,11,"captive wild bird",2
25025,"MA","suffolk county",42.3334,-71.0719,6,"wild bird",1
25025,"MA","suffolk county",42.3334,-71.0719,7,"wild bird",1
25027,"MA","worcester county",42.3514,-71.9077,11,"captive wild bird",1
25027,"MA","worcester county",42.3514,-71.9077,13,"wild bird",1
24003,"MD","anne arundel county",39.0065,-76.6051,10,"wild bird",1
24003,"MD","anne arundel county",39.0065,-76.6051,5,"wild bird",1
24003,"MD","anne arundel county",39.0065,-76.6051,9,"non-poultry",4
24015,"MD","cecil county",39.5712,-75.9407,3,"poultry",1622800
24017,"MD","charles county",38.5073,-76.9922,13,"wild bird",2
24019,"MD","dorchester county",38.4829,-76.0125,12,"wild bird",1
24019,"MD","dorchester county",38.4829,-76.0125,13,"wild bird",6
24025,"MD","harford county",39.5611,-76.3171,4,"wild bird",1
24025,"MD","harford county",39.5611,-76.3171,5,"wild bird",1
24025,"MD","harford county",39.5611,-76.3171,8,"wild bird",1
24027,"MD","howard county",39.2507,-76.9312,5,"wild bird",2
24029,"MD","kent county",39.2545,-76.0399,2,"wild bird",1
24035,"MD","queen anne's county",39.0673,-76.0208,3,"poultry",139300
24043,"MD","washington county",39.6036,-77.814,11,"poultry",24600
23005,"ME","cumberland county",43.8465,-70.399,3,"poultry",250
23005,"ME","cumberland county",43.8465,-70.399,6,"non-poultry",20
23009,"ME","hancock county",44.6643,-68.3585,13,"non-poultry",40
23009,"ME","hancock county",44.6643,-68.3585,7,"wild bird",16
23009,"ME","hancock county",44.6643,-68.3585,8,"wild bird",1
23013,"ME","knox county",44.141,-69.1686,2,"non-poultry",130
23013,"ME","knox county",44.141,-69.1686,3,"non-poultry",60
23013,"ME","knox county",44.141,-69.1686,7,"wild bird",3
23015,"ME","lincoln county",44.0664,-69.5435,3,"non-poultry",133
23015,"ME","lincoln county",44.0664,-69.5435,4,"wild bird",1
23019,"ME","penobscot county",45.4006,-68.6495,10,"wild bird",1
23019,"ME","penobscot county",45.4006,-68.6495,12,"wild bird",17
23019,"ME","penobscot county",45.4006,-68.6495,13,"wild bird",2
23019,"ME","penobscot county",45.4006,-68.6495,9,"wild bird",4
23023,"ME","sagadahoc county",43.9598,-69.8546,7,"wild bird",2
