fips,state,county,lat,lng,month.index,type,avg.temp,cases,binary.case
54095,WV,tyler county,39.4653,-80.8848,1,poultry,26.5,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,2,poultry,33.7,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,3,poultry,44.4,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,4,poultry,49.9,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,5,poultry,64.2,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,6,poultry,69.9,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,7,poultry,74,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,8,poultry,73.1,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,9,poultry,65.8,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,10,poultry,50.9,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,11,poultry,45.4,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,12,poultry,34.2,0,uninfected
54095,WV,tyler county,39.4653,-80.8848,13,poultry,39.2,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,1,poultry,27.1,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,2,poultry,35.7,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,3,poultry,44.3,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,4,poultry,50.5,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,5,poultry,63.1,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,6,poultry,68,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,7,poultry,72.5,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,8,poultry,71.2,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,9,poultry,63.8,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,10,poultry,49.8,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,11,poultry,44.5,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,12,poultry,35.1,0,uninfected
54097,WV,upshur county,38.8978,-80.2334,13,poultry,39.6,0,uninfected
54099,WV,wayne county,38.146,-82.427,1,poultry,30.7,0,uninfected
54099,WV,wayne county,38.146,-82.427,2,poultry,39.3,0,uninfected
54099,WV,wayne county,38.146,-82.427,3,poultry,48.2,0,uninfected
54099,WV,wayne county,38.146,-82.427,4,poultry,54.4,0,uninfected
54099,WV,wayne county,38.146,-82.427,5,poultry,66.5,0,uninfected
54099,WV,wayne county,38.146,-82.427,6,poultry,72.6,0,uninfected
54099,WV,wayne county,38.146,-82.427,7,poultry,76.5,0,uninfected
54099,WV,wayne county,38.146,-82.427,8,poultry,75.2,0,uninfected
54099,WV,wayne county,38.146,-82.427,9,poultry,67.6,0,uninfected
54099,WV,wayne county,38.146,-82.427,10,poultry,53.8,0,uninfected
54099,WV,wayne county,38.146,-82.427,11,poultry,47.7,0,uninfected
54099,WV,wayne county,38.146,-82.427,12,poultry,38.2,0,uninfected
54099,WV,wayne county,38.146,-82.427,13,poultry,41.9,0,uninfected
54101,WV,webster county,38.4947,-80.4219,1,poultry,25,0,uninfected
54101,WV,webster county,38.4947,-80.4219,2,poultry,33.4,0,uninfected
54101,WV,webster county,38.4947,-80.4219,3,poultry,42.3,0,uninfected
54101,WV,webster county,38.4947,-80.4219,4,poultry,48.4,0,uninfected
54101,WV,webster county,38.4947,-80.4219,5,poultry,60.7,0,uninfected
54101,WV,webster county,38.4947,-80.4219,6,poultry,65.3,0,uninfected
54101,WV,webster county,38.4947,-80.4219,7,poultry,70.4,0,uninfected
54101,WV,webster county,38.4947,-80.4219,8,poultry,68.6,0,uninfected
54101,WV,webster county,38.4947,-80.4219,9,poultry,61.6,0,uninfected
54101,WV,webster county,38.4947,-80.4219,10,poultry,48,0,uninfected
54101,WV,webster county,38.4947,-80.4219,11,poultry,43.6,0,uninfected
54101,WV,webster county,38.4947,-80.4219,12,poultry,33.9,0,uninfected
54101,WV,webster county,38.4947,-80.4219,13,poultry,37.9,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,1,poultry,25.6,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,2,poultry,33.2,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,3,poultry,43.4,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,4,poultry,49,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,5,poultry,63.3,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,6,poultry,69.2,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,7,poultry,73.2,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,8,poultry,72.1,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,9,poultry,64.7,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,10,poultry,50,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,11,poultry,44.4,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,12,poultry,33.5,0,uninfected
54103,WV,wetzel county,39.6053,-80.6391,13,poultry,38.3,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,1,poultry,28,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,2,poultry,36.4,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,3,poultry,46.3,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,4,poultry,51.6,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,5,poultry,65.1,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,6,poultry,70.4,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,7,poultry,74.6,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,8,poultry,73.5,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,9,poultry,66.4,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,10,poultry,52.2,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,11,poultry,46.4,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,12,poultry,35.9,0,uninfected
54105,WV,wirt county,39.0225,-81.3786,13,poultry,39.9,0,uninfected
54107,WV,wood county,39.2112,-81.515,1,poultry,27.9,0,uninfected
54107,WV,wood county,39.2112,-81.515,2,poultry,36.1,0,uninfected
54107,WV,wood county,39.2112,-81.515,3,poultry,46.4,0,uninfected
54107,WV,wood county,39.2112,-81.515,4,poultry,51.8,0,uninfected
54107,WV,wood county,39.2112,-81.515,5,poultry,65.6,0,uninfected
54107,WV,wood county,39.2112,-81.515,6,poultry,71,0,uninfected
54107,WV,wood county,39.2112,-81.515,7,poultry,75.1,0,uninfected
54107,WV,wood county,39.2112,-81.515,8,poultry,74,0,uninfected
54107,WV,wood county,39.2112,-81.515,9,poultry,66.5,0,uninfected
54107,WV,wood county,39.2112,-81.515,10,poultry,52.5,0,uninfected
54107,WV,wood county,39.2112,-81.515,11,poultry,46.6,0,uninfected
54107,WV,wood county,39.2112,-81.515,12,poultry,36,0,uninfected
54107,WV,wood county,39.2112,-81.515,13,poultry,39.9,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,1,poultry,29.5,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,2,poultry,37.2,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,3,poultry,46.2,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,4,poultry,52.6,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,5,poultry,63.4,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,6,poultry,68.6,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,7,poultry,73.3,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,8,poultry,72.3,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,9,poultry,64.3,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,10,poultry,50.5,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,11,poultry,45.8,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,12,poultry,35.8,0,uninfected
54109,WV,wyoming county,37.6096,-81.5492,13,poultry,40.4,0,uninfected
55001,WI,adams county,43.9695,-89.7704,1,poultry,10.9,0,uninfected
55001,WI,adams county,43.9695,-89.7704,2,poultry,17.6,0,uninfected
55001,WI,adams county,43.9695,-89.7704,3,poultry,31.6,0,uninfected
55001,WI,adams county,43.9695,-89.7704,4,poultry,40.6,0,uninfected
55001,WI,adams county,43.9695,-89.7704,5,poultry,58.8,0,uninfected
55001,WI,adams county,43.9695,-89.7704,6,poultry,66.3,0,uninfected
55001,WI,adams county,43.9695,-89.7704,7,poultry,70.2,0,uninfected
55001,WI,adams county,43.9695,-89.7704,8,poultry,68.3,0,uninfected
55001,WI,adams county,43.9695,-89.7704,9,poultry,61,0,uninfected
55001,WI,adams county,43.9695,-89.7704,10,poultry,47.8,0,uninfected
55001,WI,adams county,43.9695,-89.7704,11,poultry,37,0,uninfected
55001,WI,adams county,43.9695,-89.7704,12,poultry,21,0,uninfected
55001,WI,adams county,43.9695,-89.7704,13,poultry,24.6,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,1,poultry,5.1,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,2,poultry,8.4,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,3,poultry,23.9,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,4,poultry,34.8,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,5,poultry,52.9,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,6,poultry,61.6,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,7,poultry,65.8,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,8,poultry,64.1,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,9,poultry,57,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,10,poultry,45.1,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,11,poultry,31.5,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,12,poultry,14.9,0,uninfected
55003,WI,ashland county,46.3148,-90.6781,13,poultry,19.8,0,uninfected
55005,WI,barron county,45.4237,-91.8483,1,poultry,5.4,0,uninfected
55005,WI,barron county,45.4237,-91.8483,2,poultry,10.5,0,uninfected
55005,WI,barron county,45.4237,-91.8483,3,poultry,27.3,0,uninfected
55005,WI,barron county,45.4237,-91.8483,4,poultry,37.1,157200,infected
55005,WI,barron county,45.4237,-91.8483,5,poultry,56.1,96600,infected
55005,WI,barron county,45.4237,-91.8483,6,poultry,65.4,0,uninfected
55005,WI,barron county,45.4237,-91.8483,7,poultry,69.6,0,uninfected
55005,WI,barron county,45.4237,-91.8483,8,poultry,66.7,0,uninfected
55005,WI,barron county,45.4237,-91.8483,9,poultry,59.4,0,uninfected
55005,WI,barron county,45.4237,-91.8483,10,poultry,46.7,0,uninfected
55005,WI,barron county,45.4237,-91.8483,11,poultry,32.3,0,uninfected
55005,WI,barron county,45.4237,-91.8483,12,poultry,14.6,0,uninfected
55005,WI,barron county,45.4237,-91.8483,13,poultry,19.1,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,1,poultry,5.5,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,2,poultry,8.4,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,3,poultry,24.6,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,4,poultry,35.3,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,5,poultry,52.7,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,6,poultry,62.2,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,7,poultry,66,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,8,poultry,65,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,9,poultry,57.3,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,10,poultry,45.5,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,11,poultry,31.7,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,12,poultry,15,0,uninfected
55007,WI,bayfield county,46.5237,-91.2009,13,poultry,19,0,uninfected
55009,WI,brown county,44.4525,-88.0037,1,poultry,13.6,0,uninfected
55009,WI,brown county,44.4525,-88.0037,2,poultry,19.7,0,uninfected
55009,WI,brown county,44.4525,-88.0037,3,poultry,31.4,0,uninfected
55009,WI,brown county,44.4525,-88.0037,4,poultry,40.5,0,uninfected
55009,WI,brown county,44.4525,-88.0037,5,poultry,57,0,uninfected
55009,WI,brown county,44.4525,-88.0037,6,poultry,66,0,uninfected
55009,WI,brown county,44.4525,-88.0037,7,poultry,69.7,0,uninfected
55009,WI,brown county,44.4525,-88.0037,8,poultry,68.7,0,uninfected
55009,WI,brown county,44.4525,-88.0037,9,poultry,61.6,0,uninfected
55009,WI,brown county,44.4525,-88.0037,10,poultry,48.2,0,uninfected
55009,WI,brown county,44.4525,-88.0037,11,poultry,37.9,0,uninfected
55009,WI,brown county,44.4525,-88.0037,12,poultry,24,0,uninfected
55009,WI,brown county,44.4525,-88.0037,13,poultry,26.4,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,1,poultry,8.4,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,2,poultry,14.5,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,3,poultry,31.4,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,4,poultry,39.8,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,5,poultry,58.8,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,6,poultry,68.3,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,7,poultry,72,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,8,poultry,69.2,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,9,poultry,62.9,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,10,poultry,48.8,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,11,poultry,35.4,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,12,poultry,17.8,0,uninfected
55011,WI,buffalo county,44.3798,-91.7545,13,poultry,21.9,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,1,poultry,4.8,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,2,poultry,9.4,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,3,poultry,26.6,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,4,poultry,37.1,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,5,poultry,56.1,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,6,poultry,65.4,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,7,poultry,69.5,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,8,poultry,66.8,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,9,poultry,59.7,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,10,poultry,47.1,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,11,poultry,32.4,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,12,poultry,14.6,0,uninfected
55013,WI,burnett county,45.8627,-92.3676,13,poultry,18.6,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,1,poultry,13.1,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,2,poultry,19.5,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,3,poultry,32,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,4,poultry,40.9,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,5,poultry,57.9,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,6,poultry,66.6,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,7,poultry,70.3,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,8,poultry,68.8,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,9,poultry,61.8,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,10,poultry,48.4,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,11,poultry,38,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,12,poultry,23.6,0,uninfected
55015,WI,calumet county,44.0816,-88.2181,13,poultry,26.5,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,1,poultry,7.2,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,2,poultry,12.4,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,3,poultry,28.2,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,4,poultry,38.5,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,5,poultry,57.1,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,6,poultry,65.8,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,7,poultry,69.7,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,8,poultry,67.5,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,9,poultry,60,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,10,poultry,46.9,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,11,poultry,33.9,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,12,poultry,16.4,0,uninfected
55017,WI,chippewa county,45.0694,-91.2799,13,poultry,21.2,0,uninfected
55019,WI,clark county,44.7347,-90.6121,1,poultry,8,0,uninfected
55019,WI,clark county,44.7347,-90.6121,2,poultry,13.6,0,uninfected
55019,WI,clark county,44.7347,-90.6121,3,poultry,28.9,0,uninfected
55019,WI,clark county,44.7347,-90.6121,4,poultry,39.1,0,uninfected
55019,WI,clark county,44.7347,-90.6121,5,poultry,57.6,0,uninfected
55019,WI,clark county,44.7347,-90.6121,6,poultry,65.1,0,uninfected
55019,WI,clark county,44.7347,-90.6121,7,poultry,68.7,0,uninfected
55019,WI,clark county,44.7347,-90.6121,8,poultry,67.3,0,uninfected
55019,WI,clark county,44.7347,-90.6121,9,poultry,60.1,0,uninfected
55019,WI,clark county,44.7347,-90.6121,10,poultry,46.8,0,uninfected
55019,WI,clark county,44.7347,-90.6121,11,poultry,35,0,uninfected
55019,WI,clark county,44.7347,-90.6121,12,poultry,17.6,0,uninfected
55019,WI,clark county,44.7347,-90.6121,13,poultry,21.3,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,1,poultry,12.6,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,2,poultry,20.2,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,3,poultry,33.8,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,4,poultry,42.5,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,5,poultry,60.6,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,6,poultry,67.5,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,7,poultry,71.6,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,8,poultry,69.4,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,9,poultry,62.2,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,10,poultry,48.8,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,11,poultry,38.6,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,12,poultry,22.9,0,uninfected
55021,WI,columbia county,43.4666,-89.3337,13,poultry,26.4,0,uninfected
55023,WI,crawford county,43.2395,-90.931,1,poultry,10.9,0,uninfected
55023,WI,crawford county,43.2395,-90.931,2,poultry,18.4,0,uninfected
55023,WI,crawford county,43.2395,-90.931,3,poultry,34.1,0,uninfected
55023,WI,crawford county,43.2395,-90.931,4,poultry,42,0,uninfected
55023,WI,crawford county,43.2395,-90.931,5,poultry,59.9,0,uninfected
55023,WI,crawford county,43.2395,-90.931,6,poultry,68.1,0,uninfected
55023,WI,crawford county,43.2395,-90.931,7,poultry,71.9,0,uninfected
55023,WI,crawford county,43.2395,-90.931,8,poultry,69.7,0,uninfected
55023,WI,crawford county,43.2395,-90.931,9,poultry,62.9,0,uninfected
55023,WI,crawford county,43.2395,-90.931,10,poultry,49,0,uninfected
55023,WI,crawford county,43.2395,-90.931,11,poultry,37.1,0,uninfected
55023,WI,crawford county,43.2395,-90.931,12,poultry,20.5,0,uninfected
55023,WI,crawford county,43.2395,-90.931,13,poultry,23.7,0,uninfected
55025,WI,dane county,43.0673,-89.4181,1,poultry,13.4,0,uninfected
55025,WI,dane county,43.0673,-89.4181,2,poultry,21,0,uninfected
55025,WI,dane county,43.0673,-89.4181,3,poultry,34.7,0,uninfected
55025,WI,dane county,43.0673,-89.4181,4,poultry,42.8,0,uninfected
55025,WI,dane county,43.0673,-89.4181,5,poultry,61.3,0,uninfected
55025,WI,dane county,43.0673,-89.4181,6,poultry,68.3,0,uninfected
55025,WI,dane county,43.0673,-89.4181,7,poultry,72.2,0,uninfected
55025,WI,dane county,43.0673,-89.4181,8,poultry,69.8,0,uninfected
55025,WI,dane county,43.0673,-89.4181,9,poultry,62.6,0,uninfected
55025,WI,dane county,43.0673,-89.4181,10,poultry,49.8,0,uninfected
55025,WI,dane county,43.0673,-89.4181,11,poultry,38.9,0,uninfected
55025,WI,dane county,43.0673,-89.4181,12,poultry,23.5,0,uninfected
55025,WI,dane county,43.0673,-89.4181,13,poultry,27.3,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,1,poultry,12.4,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,2,poultry,19.9,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,3,poultry,33.1,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,4,poultry,41.6,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,5,poultry,59.1,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,6,poultry,66.8,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,7,poultry,71,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,8,poultry,69,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,9,poultry,62.1,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,10,poultry,48.4,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,11,poultry,38.4,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,12,poultry,22.9,0,uninfected
55027,WI,dodge county,43.4163,-88.7075,13,poultry,26.9,0,uninfected
55029,WI,door county,44.9473,-87.3135,1,poultry,14.1,0,uninfected
55029,WI,door county,44.9473,-87.3135,2,poultry,18.4,0,uninfected
55029,WI,door county,44.9473,-87.3135,3,poultry,29,0,uninfected
55029,WI,door county,44.9473,-87.3135,4,poultry,37.9,0,uninfected
55029,WI,door county,44.9473,-87.3135,5,poultry,52.9,0,uninfected
55029,WI,door county,44.9473,-87.3135,6,poultry,62.8,0,uninfected
55029,WI,door county,44.9473,-87.3135,7,poultry,67.8,0,uninfected
55029,WI,door county,44.9473,-87.3135,8,poultry,66.8,0,uninfected
55029,WI,door county,44.9473,-87.3135,9,poultry,59.9,0,uninfected
55029,WI,door county,44.9473,-87.3135,10,poultry,47.1,0,uninfected
55029,WI,door county,44.9473,-87.3135,11,poultry,37.7,0,uninfected
55029,WI,door county,44.9473,-87.3135,12,poultry,24.8,0,uninfected
55029,WI,door county,44.9473,-87.3135,13,poultry,26.7,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,1,poultry,4.2,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,2,poultry,7.8,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,3,poultry,25,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,4,poultry,35.1,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,5,poultry,52.7,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,6,poultry,62.6,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,7,poultry,67,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,8,poultry,65.9,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,9,poultry,58.4,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,10,poultry,46.1,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,11,poultry,31.5,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,12,poultry,14.3,0,uninfected
55031,WI,douglas county,46.4329,-91.9161,13,poultry,18.1,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,1,poultry,7.2,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,2,poultry,13,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,3,poultry,29.5,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,4,poultry,39.6,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,5,poultry,57.7,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,6,poultry,67.1,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,7,poultry,71.1,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,8,poultry,68.4,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,9,poultry,61.3,79500,infected
55033,WI,dunn county,44.9466,-91.8964,10,poultry,47.7,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,11,poultry,33.9,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,12,poultry,16.5,0,uninfected
55033,WI,dunn county,44.9466,-91.8964,13,poultry,21,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,1,poultry,8.5,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,2,poultry,13.6,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,3,poultry,29.9,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,4,poultry,39.8,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,5,poultry,58,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,6,poultry,66.9,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,7,poultry,70.6,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,8,poultry,68.4,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,9,poultry,61.2,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,10,poultry,47.7,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,11,poultry,34.7,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,12,poultry,17.5,0,uninfected
55035,WI,eau claire county,44.7268,-91.286,13,poultry,21.4,0,uninfected
55037,WI,florence county,45.8485,-88.3981,1,poultry,6.7,0,uninfected
55037,WI,florence county,45.8485,-88.3981,2,poultry,10.5,0,uninfected
55037,WI,florence county,45.8485,-88.3981,3,poultry,24,0,uninfected
55037,WI,florence county,45.8485,-88.3981,4,poultry,36,0,uninfected
55037,WI,florence county,45.8485,-88.3981,5,poultry,54.5,0,uninfected
55037,WI,florence county,45.8485,-88.3981,6,poultry,61.7,0,uninfected
55037,WI,florence county,45.8485,-88.3981,7,poultry,66.2,0,uninfected
55037,WI,florence county,45.8485,-88.3981,8,poultry,64.8,0,uninfected
55037,WI,florence county,45.8485,-88.3981,9,poultry,57.5,0,uninfected
55037,WI,florence county,45.8485,-88.3981,10,poultry,44.9,0,uninfected
55037,WI,florence county,45.8485,-88.3981,11,poultry,33.8,0,uninfected
55037,WI,florence county,45.8485,-88.3981,12,poultry,18.8,0,uninfected
55037,WI,florence county,45.8485,-88.3981,13,poultry,20.9,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,1,poultry,12.6,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,2,poultry,19.8,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,3,poultry,32.2,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,4,poultry,41.1,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,5,poultry,58.6,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,6,poultry,66.6,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,7,poultry,70.6,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,8,poultry,68.9,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,9,poultry,61.7,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,10,poultry,48.2,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,11,poultry,37.8,0,uninfected
